HYBAS_ID,monthly_mean,monthly_min,monthly_max,monthly_variation,yearly_value,total_area
1050011180,84.14797949829902,30.864024935375134,100.00000000000004,69.13597506462492,100.0,1546111.6730980396
1050011420,83.95654837217967,28.49579029036393,100.0,71.50420970963607,100.0,2408337.869803925
1050011660,93.38337484635115,75.47800401359783,100.00000000000009,24.52199598640226,100.00000000000009,1177812.9034117635
1050011670,88.91324587354313,31.172099291138142,100.00000000000004,68.8279007088619,100.0,1866685.4950196063
1050011970,88.95653381867622,40.81032138794393,100.00000000000004,59.18967861205611,100.00000000000004,106763.30054901952
1050012030,83.38964697282513,11.411979560285978,100.0,88.58802043971403,100.0,1799454.5469803931
1050012690,86.99178019613686,29.00711985861765,100.0,70.99288014138236,100.0,1154644.7829019595
1050012820,88.09248205708626,23.18491613820683,100.0000000000002,76.81508386179337,100.00000000000011,3387112.9318039217
1050014230,82.85085950889857,27.979444143304065,100.0,72.02055585669594,100.0,649171.9000784322
1050014920,98.33175740915702,83.7601842431291,99.99999999999989,16.239815756870783,99.99999999999996,5399996.663921574
1050015030,92.07779245543593,64.06598997682987,99.99999999999991,35.934010023170046,100.0,1522906.5864313776
1050015850,99.99279232541251,99.91350790495083,99.99999999999994,0.08649209504910971,99.99999999999994,581902.8891764707
1050016760,99.84805051433382,98.50953026321528,99.99999999999996,1.490469736784675,99.99999999999996,1834384.569372548
1050016850,99.03137690938841,88.6009082776228,100.00000000000016,11.39909172237735,100.00000000000016,3188225.6867843075
1050018110,100.0,99.99999999999996,100.00000000000004,8.526512829121202e-14,100.0,633.5342352941171
1050018120,95.59492562313163,49.54358408291185,100.0,50.45641591708815,99.99999999999974,3133118.846705892
1050018130,99.99323587540363,99.91883050484324,100.00000000000004,0.08116949515680005,100.0,659333.757490197
1050018310,97.99884893535096,77.56790423965813,100.00000000000009,22.43209576034195,100.00000000000004,2077753.5209803944
1050020240,12.763549980268698,0.0485457862270224,29.14103348280485,29.092487696577827,73.82837606707373,6001643.814862755
1050036870,94.32241519063676,50.267568537102505,100.0,49.732431462897495,99.99999999999996,1128136.882470589
1050038850,58.45295632287312,6.93766892377027,99.26328497976998,92.3256160559997,100.0,1341682.3680784306
1050039250,70.88610560403859,11.940455092324722,99.99913067672756,88.05867558440283,99.99999999999996,1888825.540627452
1050040030,99.24840228805398,90.98082745664786,100.00000000000004,9.019172543352184,100.0,4514.443960784313
1050041770,85.27803838348359,20.10443245548632,99.99715511664786,79.89272266116154,100.0,913197.7852549012
1050042150,99.9310523313299,99.3419292960696,99.99999999999982,0.6580707039302212,99.99999999999967,6597520.912941176
1051214380,69.51926146721148,27.008889543983365,99.99999999999991,72.99111045601654,100.0,8233277.690274513
1051228680,55.87263532404517,6.214638738404045,100.00000000000004,93.785361261596,100.00000000000004,1181681.3026666667
1051244040,45.00581052637139,4.09201679890684,96.2005451604394,92.10852836153256,99.98993866482184,2256261.1818431416
1051251800,35.51350576025411,0.1660566438941952,94.5066653421283,94.3406086982341,99.42910921355296,1139810.261294116
1051262460,25.905007835570444,0.00010706364019634577,61.25127854289792,61.25117147925773,96.2576664277485,861682.8438823537
1051327980,76.85678689792927,28.872043623596376,100.0,71.12795637640363,100.0,3207903.031803923
1051344010,74.68501432736194,25.402741263771706,100.00000000000004,74.59725873622834,100.0,1361457.5014509782
1051355140,69.23273037843009,0.0096971994947553,100.0,99.99030280050525,100.0,2335738.030274508
1051363500,67.48645928109211,6.650387505401619,100.00000000000004,93.34961249459842,100.00000000000004,953838.0637254898
1051419860,84.05592002649702,35.60193671216438,100.00000000000004,64.39806328783567,100.0,1004545.3586274524
1051419980,85.99281650980176,33.46480250393341,100.00000000000004,66.53519749606663,100.00000000000004,1046169.1529803906
1051428730,81.28723507080731,21.674914083546486,100.0,78.32508591645352,100.00000000000004,1010131.1874901948
1051429650,89.58994681371648,55.23145079230889,100.00000000000004,44.76854920769115,100.0,1747253.8165098056
1051431680,74.58199123682918,0.8227330870975926,100.00000000000009,99.1772669129025,99.99999999999996,1985960.2267843145
1051431940,86.36116193027873,29.827955259747576,100.00000000000004,70.17204474025246,100.0,79751.14313725491
1051438780,80.84654820646858,2.4652559104518588,100.00000000000016,97.5347440895483,100.00000000000016,6658060.428509805
1051443680,86.82255353595549,12.27969597236588,100.00000000000009,87.7203040276342,100.00000000000009,977767.512431372
1051453390,85.14455449061987,6.424571243602614,100.00000000000004,93.57542875639743,99.99999999999996,721056.4816862731
1051457550,85.21252548005513,9.746799292809465,100.0,90.25320070719053,100.0,1077349.0260784298
1051472390,85.14949423277464,32.04628840719502,99.91254348627628,67.86625507908126,99.99999999999996,4456122.081333336
1051473880,90.93268767589946,45.69779123970239,100.00000000000024,54.30220876029785,100.00000000000004,8548785.880705878
1051473950,90.42567772959478,43.19590278203143,100.00000000000004,56.80409721796861,100.0,1407292.7392156883
1051474590,95.25047104390957,71.4378690066755,100.0,28.5621309933245,100.0,1250450.6372549045
1051478770,85.41292510528308,7.349982485543357,99.9999999999999,92.65001751445655,99.99999999999986,4614886.721058829
1051479540,90.51470624811957,46.89712691321405,100.0,53.10287308678595,99.99999999999996,6056292.977725511
1051479650,82.86454528983592,0.0,100.00000000000004,100.00000000000004,99.99999999999996,134321.54298039209
1051487890,95.0680814178114,73.98101308161928,100.00000000000004,26.01898691838076,100.0,1361090.969019609
1051494710,99.5208203913461,94.35779997887532,100.00000000000009,5.642200021124765,99.99999999999996,65303.80003921568
1051494890,98.50577131935772,85.1262487421868,100.00000000000004,14.87375125781324,100.00000000000004,1235409.3589019612
